instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_10_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C3_ce.asp.ground,0.275,0.6951,0.0449,0.2891,0.6312,0.0217,1.0,3944.0,3054.0,890.0,8762.0,2.2216,23752.0,23134.0,0.0,0.0,51137.0,47513.0,3086.0,538.0,0.0,0.9291,0.0603,0.0105,0.0,51393.0,9464.0,5443.0,36486.0,0.1841,0.1059,0.7099,5633.0,1793.0,1336.0,0.6429,0.2046,0.1525
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C4_ce.asp.ground,0.2789,0.6935,0.0451,0.293,0.6269,0.0218,1.0,3942.0,3053.0,889.0,8754.0,2.2207,23559.0,22878.0,0.0,0.0,50879.0,47383.0,2958.0,538.0,0.0,0.9313,0.0581,0.0106,0.0,50305.0,9208.0,5253.0,35844.0,0.183,0.1044,0.7125,5627.0,1793.0,1334.0,0.6428,0.2048,0.1524
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_11_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_12_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_12_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C1_ce.asp.ground,0.3027,0.6531,0.0507,0.2614,0.653,0.0249,1.0,7918.0,6403.0,1515.0,18259.0,2.306,38090.0,40512.0,0.0,0.0,79418.0,72546.0,5928.0,944.0,0.0,0.9135,0.0746,0.0119,0.0,96685.0,17446.0,9901.0,69338.0,0.1804,0.1024,0.7172,11775.0,3865.0,2619.0,0.6449,0.2117,0.1434
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C2_ce.asp.ground,0.3053,0.652,0.0509,0.2639,0.6503,0.0249,1.0,7916.0,6402.0,1514.0,18251.0,2.3056,37833.0,40256.0,0.0,0.0,79160.0,72416.0,5800.0,944.0,0.0,0.9148,0.0733,0.0119,0.0,95341.0,17190.0,9582.0,68569.0,0.1803,0.1005,0.7192,11769.0,3865.0,2617.0,0.6448,0.2118,0.1434
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_13_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_14_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C3_ce.asp.ground,0.1804,0.6099,0.0349,0.168,0.5882,0.0187,1.0,42876.0,38821.0,4055.0,106469.0,2.4832,151377.0,174933.0,0.0,0.0,303168.0,268242.0,32360.0,2566.0,0.0,0.8848,0.1067,0.0085,0.0,455510.0,71489.0,37981.0,346040.0,0.1569,0.0834,0.7597,67549.0,24894.0,14026.0,0.6344,0.2338,0.1317
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C4_ce.asp.ground,0.181,0.6096,0.0349,0.1685,0.5875,0.0188,1.0,42874.0,38820.0,4054.0,106461.0,2.4831,151184.0,174677.0,0.0,0.0,302910.0,268112.0,32232.0,2566.0,0.0,0.8851,0.1064,0.0085,0.0,454422.0,71233.0,37791.0,345398.0,0.1568,0.0832,0.7601,67543.0,24894.0,14024.0,0.6344,0.2338,0.1317
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_15_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_16_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_16_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C1_ce.asp.ground,0.202,0.5977,0.04,0.1647,0.603,0.0176,1.0,62172.0,57018.0,5154.0,156388.0,2.5154,210472.0,250260.0,0.0,0.0,419196.0,368808.0,47142.0,3246.0,0.0,0.8798,0.1125,0.0077,0.0,659019.0,103540.0,53131.0,502348.0,0.1571,0.0806,0.7623,99263.0,36772.0,20353.0,0.6347,0.2351,0.1301
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C2_ce.asp.ground,0.2024,0.5975,0.0401,0.1651,0.6024,0.0176,1.0,62170.0,57017.0,5153.0,156380.0,2.5154,210215.0,250004.0,0.0,0.0,418938.0,368678.0,47014.0,3246.0,0.0,0.88,0.1122,0.0077,0.0,657675.0,103284.0,52812.0,501579.0,0.157,0.0803,0.7627,99257.0,36772.0,20351.0,0.6347,0.2351,0.1301
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_17_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_1_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C3_ce.asp.ground,0.2743,0.6923,0.0433,0.2825,0.6407,0.0208,1.0,3944.0,3054.0,890.0,8762.0,2.2216,24952.0,24547.0,0.0,0.0,53287.0,49399.0,3350.0,538.0,0.0,0.927,0.0629,0.0101,0.0,51623.0,9477.0,5307.0,36839.0,0.1836,0.1028,0.7136,5633.0,1793.0,1336.0,0.6429,0.2046,0.1525
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C4_ce.asp.ground,0.278,0.6908,0.0435,0.2863,0.6366,0.0209,1.0,3942.0,3053.0,889.0,8754.0,2.2207,24759.0,24291.0,0.0,0.0,53029.0,49269.0,3222.0,538.0,0.0,0.9291,0.0608,0.0101,0.0,50535.0,9221.0,5117.0,36197.0,0.1825,0.1013,0.7163,5627.0,1793.0,1334.0,0.6428,0.2048,0.1524
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_round_7_2_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,0.0,0.0,429.0,429.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
